66.30,65.98,66.62
131.36,131.05,132.47
195.68,195.65,197.36
259.50,259.50,261.64
322.52,321.90,325.29
384.75,383.51,388.32
446.26,444.39,450.38
506.98,504.64,511.61
566.96,564.13,572.16
625.93,622.72,631.99
684.09,680.37,690.99
741.55,737.26,749.06
798.24,793.49,806.40
854.30,848.89,862.83
909.67,903.46,918.57
964.27,957.44,973.77
1018.27,1010.74,1028.23
1071.39,1063.43,1082.09
1123.76,1115.54,1135.30
1175.30,1167.00,1187.65
1226.33,1217.79,1239.39
1276.46,1268.06,1290.34
1325.80,1317.86,1340.66
1374.45,1367.01,1390.40
1422.41,1415.50,1439.57
1469.80,1463.51,1488.11
1516.51,1510.96,1535.93
1562.67,1557.39,1582.96
1608.31,1603.38,1629.30
1653.27,1648.77,1674.99
1697.69,1693.44,1720.24
1741.70,1737.42,1764.93
1784.98,1780.72,1809.02
1827.73,1823.43,1852.23
1870.00,1865.59,1894.76
1911.74,1907.05,1936.52
1952.97,1948.05,1977.70
1993.63,1988.33,2018.30
2033.73,2028.10,2058.37
2073.22,2067.38,2097.86
2112.23,2106.04,2136.80
2150.74,2144.16,2175.29
2188.82,2181.86,2213.39
2226.52,2219.08,2251.09
2263.69,2255.87,2288.34
2300.21,2292.02,2325.21
2336.26,2327.62,2361.50
2371.94,2362.80,2397.30
2407.22,2397.65,2432.68
2442.04,2432.00,2467.42
2476.36,2465.85,2501.65
2510.18,2499.20,2535.41
2543.49,2532.16,2568.68
2576.42,2564.84,2601.52
2608.85,2597.08,2633.73
2640.75,2629.05,2665.41
2672.00,2660.67,2696.52
2702.83,2691.94,2727.10
2733.25,2722.75,2757.15
2763.34,2753.25,2786.82
2792.96,2783.40,2816.11
2822.09,2813.16,2845.06
2850.73,2842.45,2873.56
2878.98,2871.26,2901.57
2906.79,2899.61,2929.40
2934.03,2927.58,2956.80
2960.82,2955.06,2983.78
2987.29,2982.24,3010.47
3013.41,3008.92,3036.61
3039.27,3035.23,3062.52
3064.74,3061.10,3088.03
3089.91,3086.65,3113.22
3114.72,3111.83,3138.11
3139.08,3136.76,3162.72
3163.09,3161.34,3186.93
3186.90,3185.58,3210.88
3210.47,3209.53,3234.45
3233.58,3233.19,3257.68
3256.35,3256.56,3280.59
3278.74,3279.50,3303.19
3300.87,3302.08,3325.45
3322.56,3324.28,3347.36
3343.92,3346.18,3368.95
3365.01,3367.85,3390.26
3385.80,3389.13,3411.18
3406.31,3410.19,3431.85
3426.47,3431.04,3452.14
3446.43,3451.56,3472.14
3466.15,3471.81,3491.71
3485.61,3491.87,3510.86
3504.81,3511.64,3529.84
3523.82,3531.26,3548.55
3542.47,3550.60,3567.03
3560.78,3569.78,3585.39
3578.87,3588.67,3603.53
3596.79,3607.28,3621.49
3614.49,3625.61,3639.15
3632.01,3643.64,3656.34
3649.20,3661.36,3673.34
3666.23,3678.78,3690.04
