7.73,7.92,8.05,
4.78,4.64,4.83,
1.89,1.78,1.98,
0.69,0.66,0.67,
0.20,0.26,0.20,
0.03,0.06,0.05,
0.00,0.00,0.01,
0.00,0.00,0.01,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
