165.68,370.55,115.39,230.89,23.39,
215.28,701.61,130.59,352.76,23.84,
228.03,1009.83,132.19,419.75,23.84,
231.33,1295.60,132.29,456.90,23.84,
231.94,1556.42,132.29,477.91,23.84,
232.00,1793.38,132.29,490.03,23.84,
232.00,2008.75,132.29,497.19,23.84,
232.00,2202.93,132.29,501.63,23.84,
232.00,2378.41,132.29,504.32,23.84,
232.00,2536.36,132.29,506.03,23.84,
232.00,2678.46,132.29,507.11,23.84,
232.00,2807.00,132.29,507.91,23.84,
232.00,2922.49,132.29,508.41,23.84,
232.00,3027.14,132.29,508.75,23.84,
232.00,3120.72,132.29,508.92,23.84,
232.00,3204.56,132.29,509.01,23.84,
232.00,3280.15,132.29,509.03,23.84,
232.00,3348.43,132.29,509.03,23.84,
232.00,3410.09,132.29,509.03,23.84,
232.00,3465.99,132.29,509.03,23.84,
232.00,3516.17,132.29,509.03,23.84,
232.00,3561.37,132.29,509.03,23.84,
232.00,3601.94,132.29,509.03,23.84,
232.00,3638.30,132.29,509.03,23.84,
232.00,3671.00,132.29,509.03,23.84,
232.00,3700.81,132.29,509.03,23.84,
232.00,3727.89,132.29,509.03,23.84,
232.00,3752.23,132.29,509.03,23.84,
232.00,3773.58,132.29,509.03,23.84,
232.00,3792.90,132.29,509.03,23.84,
232.00,3810.29,132.29,509.03,23.84,
232.00,3826.25,132.29,509.03,23.84,
232.00,3840.51,132.29,509.03,23.84,
232.00,3853.11,132.29,509.03,23.84,
232.00,3864.46,132.29,509.03,23.84,
232.00,3874.59,132.29,509.03,23.84,
232.00,3883.83,132.29,509.03,23.84,
232.00,3892.14,132.29,509.03,23.84,
232.00,3899.59,132.29,509.03,23.84,
232.00,3906.04,132.29,509.03,23.84,
232.00,3911.99,132.29,509.03,23.84,
232.00,3917.45,132.29,509.03,23.84,
232.00,3922.44,132.29,509.03,23.84,
232.00,3926.97,132.29,509.03,23.84,
232.00,3931.16,132.29,509.03,23.84,
232.00,3934.89,132.29,509.03,23.84,
232.00,3938.25,132.29,509.03,23.84,
232.00,3941.33,132.29,509.03,23.84,
232.00,3943.99,132.29,509.03,23.84,
232.00,3946.38,132.29,509.03,23.84,
232.00,3948.60,132.29,509.03,23.84,
232.00,3950.58,132.29,509.03,23.84,
232.00,3952.36,132.29,509.03,23.84,
232.00,3953.92,132.29,509.03,23.84,
232.00,3955.32,132.29,509.03,23.84,
232.00,3956.66,132.29,509.03,23.84,
232.00,3957.86,132.29,509.03,23.84,
232.00,3958.94,132.29,509.03,23.84,
232.00,3959.97,132.29,509.03,23.84,
232.00,3960.89,132.29,509.03,23.84,
232.00,3961.66,132.29,509.03,23.84,
232.00,3962.31,132.29,509.03,23.84,
232.00,3962.93,132.29,509.03,23.84,
232.00,3963.49,132.29,509.03,23.84,
232.00,3964.02,132.29,509.03,23.84,
232.00,3964.53,132.29,509.03,23.84,
232.00,3964.99,132.29,509.03,23.84,
232.00,3965.42,132.29,509.03,23.84,
232.00,3965.78,132.29,509.03,23.84,
232.00,3966.07,132.29,509.03,23.84,
232.00,3966.31,132.29,509.03,23.84,
232.00,3966.54,132.29,509.03,23.84,
232.00,3966.74,132.29,509.03,23.84,
232.00,3966.95,132.29,509.03,23.84,
232.00,3967.14,132.29,509.03,23.84,
232.00,3967.31,132.29,509.03,23.84,
232.00,3967.47,132.29,509.03,23.84,
232.00,3967.63,132.29,509.03,23.84,
232.00,3967.79,132.29,509.03,23.84,
232.00,3967.94,132.29,509.03,23.84,
232.00,3968.08,132.29,509.03,23.84,
232.00,3968.18,132.29,509.03,23.84,
232.00,3968.27,132.29,509.03,23.84,
232.00,3968.36,132.29,509.03,23.84,
232.00,3968.45,132.29,509.03,23.84,
232.00,3968.54,132.29,509.03,23.84,
232.00,3968.63,132.29,509.03,23.84,
232.00,3968.71,132.29,509.03,23.84,
232.00,3968.78,132.29,509.03,23.84,
232.00,3968.82,132.29,509.03,23.84,
232.00,3968.85,132.29,509.03,23.84,
232.00,3968.88,132.29,509.03,23.84,
232.00,3968.91,132.29,509.03,23.84,
232.00,3968.94,132.29,509.03,23.84,
232.00,3968.97,132.29,509.03,23.84,
232.00,3968.99,132.29,509.03,23.84,
232.00,3969.01,132.29,509.03,23.84,
232.00,3969.02,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
232.00,3969.03,132.29,509.03,23.84,
