55.16,88.40,122.38,155.72,187.01,
109.55,174.85,241.32,305.65,365.59,
163.22,259.22,356.93,449.70,536.58,
216.35,341.98,469.39,588.24,699.77,
268.89,423.11,578.55,721.61,855.45,
320.74,502.59,684.63,850.48,1004.70,
371.86,580.63,787.66,975.26,1147.69,
422.26,656.96,887.58,1095.69,1284.68,
471.92,731.64,984.76,1211.58,1415.79,
520.86,804.93,1079.20,1323.45,1541.49,
569.26,876.91,1171.03,1431.54,1661.71,
617.02,947.67,1260.25,1535.61,1777.26,
664.16,1016.97,1346.90,1635.57,1887.89,
710.70,1084.76,1431.12,1731.86,1993.73,
756.65,1151.06,1512.94,1824.64,2095.02,
801.90,1215.82,1592.33,1914.10,2192.36,
846.58,1279.23,1669.55,2000.37,2285.43,
890.69,1341.39,1744.55,2083.99,2374.72,
934.25,1402.06,1817.65,2164.95,2460.19,
977.28,1461.44,1888.78,2242.85,2542.15,
1019.68,1519.62,1958.03,2317.95,2620.79,
1061.46,1576.60,2025.34,2390.58,2696.15,
1102.74,1632.61,2090.91,2460.76,2768.57,
1143.64,1687.46,2154.74,2528.45,2837.94,
1183.91,1741.19,2216.90,2593.85,2904.70,
1223.62,1793.80,2277.44,2657.01,2968.84,
1262.70,1845.33,2336.37,2718.01,3030.30,
1301.28,1895.86,2393.63,2776.88,3089.16,
1339.41,1945.32,2449.38,2833.63,3145.75,
1377.10,1993.76,2503.46,2888.45,3200.00,
1414.33,2041.46,2556.01,2941.64,3252.11,
1451.24,2088.06,2607.07,2992.88,3301.91,
1487.74,2133.75,2656.76,3042.41,3349.78,
1523.92,2178.34,2705.22,3090.29,3395.66,
1559.70,2221.95,2752.47,3136.55,3439.51,
1595.06,2264.64,2798.58,3181.34,3481.76,
1630.01,2306.57,2843.37,3224.61,3522.30,
1664.53,2347.61,2886.86,3266.50,3561.27,
1698.57,2387.79,2929.14,3306.99,3598.54,
1732.24,2427.15,2970.26,3345.99,3634.43,
1765.54,2465.64,3010.49,3383.86,3668.96,
1798.30,2503.23,3049.74,3420.52,3702.19,
1830.64,2540.01,3087.94,3455.89,3734.14,
1862.53,2576.11,3125.17,3490.07,3764.96,
1894.01,2611.50,3161.37,3523.12,3794.46,
1925.15,2646.13,3196.68,3554.88,3822.93,
1955.85,2680.07,3231.01,3585.58,3850.41,
1986.21,2713.36,3264.68,3615.05,3876.86,
2016.18,2746.08,3297.49,3643.49,3902.32,
2045.79,2778.06,3329.33,3670.97,3926.85,
2074.97,2809.41,3360.24,3697.51,3950.29,
2103.79,2840.04,3390.30,3723.30,3972.84,
2132.22,2870.02,3419.57,3748.31,3994.56,
2160.32,2899.38,3448.21,3772.69,4015.50,
2188.13,2928.29,3476.06,3796.33,4035.63,
2215.58,2956.58,3503.30,3819.34,4055.00,
2242.59,2984.32,3529.88,3841.48,4073.55,
2269.22,3011.50,3555.70,3862.95,4091.41,
2295.51,3038.25,3580.92,3883.83,4108.51,
2321.45,3064.42,3605.37,3904.10,4124.94,
2347.03,3090.04,3629.11,3923.67,4140.86,
2372.31,3115.16,3652.14,3942.63,4156.27,
2397.22,3139.82,3674.59,3961.06,4171.00,
2421.81,3163.98,3696.45,3979.00,4185.24,
2446.04,3187.72,3717.82,3996.44,4199.04,
2470.01,3211.07,3738.57,4013.32,4212.37,
2493.74,3234.01,3758.75,4029.63,4225.21,
2517.12,3256.54,3778.45,4045.41,4237.53,
2540.16,3278.58,3797.63,4060.68,4249.49,
2562.88,3300.26,3816.21,4075.49,4261.11,
2585.30,3321.50,3834.22,4089.95,4272.44,
2607.41,3342.26,3851.78,4103.99,4283.43,
2629.19,3362.60,3868.84,4117.66,4294.09,
2650.73,3382.52,3885.62,4130.86,4304.41,
2672.06,3401.92,3901.89,4143.57,4314.29,
2693.12,3420.85,3917.64,4155.91,4323.81,
2713.95,3439.38,3933.03,4167.83,4332.98,
2734.44,3457.52,3948.03,4179.38,4341.76,
2754.65,3475.28,3962.64,4190.62,4350.24,
2774.59,3492.73,3976.79,4201.45,4358.43,
2794.28,3509.84,3990.55,4212.03,4366.30,
2813.73,3526.55,4003.92,4222.36,4373.91,
2832.85,3542.94,4016.99,4232.30,4381.32,
2851.69,3558.89,4029.59,4241.90,4388.49,
2870.29,3574.51,4041.92,4251.23,4395.48,
2888.65,3589.82,4053.94,4260.33,4402.24,
2906.73,3604.74,4065.59,4269.09,4408.70,
2924.55,3619.40,4076.93,4277.61,4414.93,
2942.17,3633.80,4087.89,4285.88,4420.97,
2959.63,3647.83,4098.62,4293.91,4426.83,
2976.82,3661.62,4109.10,4301.69,4432.50,
2993.79,3674.99,4119.30,4309.22,4437.95,
3010.46,3688.07,4129.21,4316.57,4443.23,
3027.00,3700.88,4138.84,4323.74,4448.36,
3043.37,3713.47,4148.27,4330.74,4453.37,
3059.45,3725.80,4157.47,4337.47,4458.19,
3075.30,3737.88,4166.49,4344.02,4462.81,
3090.98,3749.72,4175.29,4350.37,4467.29,
3106.38,3761.22,4183.83,4356.62,4471.65,
3121.59,3772.41,4192.18,4362.74,4475.87,
